type,external_id,name,size,price,vintage,winery
RED,544., Riserva Praun ,"0,75 lt.","€ 55,00",2020, KG. Bozen
RED,545., Riserva Siebeneich ,"0,75 lt.","€ 49,00 ",2021, Schreckbichl-Colterenzio
RED,546., Riserva Lona ,"0,75 lt.","€ 99,00",2019, KG. St. Pauls
RED,539., Riserva Gant ,"0,75 lt.","€ 85,00",2021, KG. Andrian
RED,531., Merlot ,"0,75 lt.","€ 35,00 / 6,00",2022, Schreckbichl-Colterenzio
RED,547., Il Conte ,"0,75 lt.","€ 45,00/ 7,50",2022," Manincor Bio (L, M, CS)"
RED,542., Lehm& Kies ,"0,75 lt.","€ 55,00",2020," Untermoserhof, Ramoser (M,CF)"
RED,548., Lacus ,"0,75 lt.","€ 85,00",2020," W. Schullian (CF,M)"
RED,549., Cor Römigberg ,"0,75 lt.","€ 89,00",2015," Alois Lageder Bio (CS, PV)"
RED,550., Iugum ,"0,75 lt.","€ 75,00",2018," Dipoli (M, CS)"
RED,551., Grande Cuvee Kermesse ,"0,75 lt.","€ 85,00",2020,"/21 E. Walch (CS, M, L, PV, SY)"
RED,552., Loam ,"0,75 lt.","€ 75,00",2019," KG. Tramin (CS, M)"
RED,553., Frauenriegel ,"0,75 lt.","€ 85,00",2019," Dipoli (M, CF)"
RED,554., Arzio ,"0,75 lt.","€ 79,00",2020," Baron di Pauli (M, CS, CF)"
RED,555., Brenntal ,"0,75 lt.","€ 115,00",2018," Dipoli (CF,M)"
RED,556., Cornelius Rosso ,"0,75 lt.","€ 65,00",2020," Schreckbichl-Colterenzio (M, CS)"
RED,557., Anticus Riserva Baron Salvadori ,"0,75 lt.","€ 65,00",2019," KG. Nals (M, CS)"
RED,558., Marzemino ,"0,75 lt.","€ 30,00",2022, Simoncelli
RED,559., Navesel ,"0,75 lt.","€ 39,00",2020," Simoncelli (M, CF, CS)"
RED,560., Teroldego ,"0,75 lt.","€ 45,00",2022, Foradori
RED,561., Rosso Faye Vigneto Paradisot ,"0,75 lt.","€ 65,00",2017," Pojer & Sandri (CS, CF, M, L)"
RED,562., San Leonardo ,"0,75 lt.","€ 105,00",2015," San Leonardo (M, CS)"
RED,563., Granato ,"0,75 lt.","€ 85,00",2019, Foradori (Teroldego)
WHITE,564., Soave Classico Superiore Calvarino ,"0,75 lt.","€ 50,00",2021, Pieropan Bio
RED,601., Valpolicella Ca Fiui ,"0,75 lt.","€ 35,00",2021, Corte Sant Alda Bio
RED,602., Valpolicella Classico Ripasso ,"0,75 lt.","€ 41,00",2020, Le Ragose
RED,604., Amarone della Valpolicella ,"0,75 lt.","€ 139,00 ",2012, Bertani
RED,605., Amarone della Valpolicella Valmezzane ,"0,75 lt.","€ 95,00 ",2013,   Corte Sant Alda Bio
RED,606., Amarone della Valpolicella Ravazzol ,"0,75 lt.","€ 105,00/17,50",2018, Ca la Bionda
RED,601., Mithas Valpolicella Superiore ,"0,75 lt.","€ 85,00",2015, Corte Sant Alda Bio
RED,607., Valpolicella Superiore ,"0,75 lt.","€ 180,00",2016, Romano Dal Forno
RED,608., Amarone della Valpolicella ,"0,75 lt.","€ 450,00",2012,/13 Romano Dal Forno
RED,612., Amarone della Valpolicella ,"0,75 lt.","€ 450,00",2012, Quintarelli
RED,613., Rosso del Pepi ,"0,75 lt.","€ 180,00",2010," Quintarelli (Co,Ro,CS,N)"
WHITE,609., Vintage Tunina ,"0,75 lt.","€ 90,00",2018,"/21 Jermann (SB, CH, RG, MI, PIC)"
WHITE,610., Chardonnay Gaia & Rey ,"0,75 lt.","€ 330,00",2018, Gaja
RED,700., Barbera d’Alba Bricco del Pilone ,"0,75 lt.","€ 39,00",2021, Benevelli
RED,701., Barbera d’Alba ,"0,75 lt.","€ 39,00",2021, Burlotto
RED,703., Langhe Nebbiolo ,"0,75 lt.","€ 39,00",2018, G.D. Vajra 
RED,705., Barbaresco ,"0,75 lt.","€ 95,00",2015, Pio Cesare
RED,706., Barbaresco Rabaja ,"0,75 lt.","€ 135,00",2018, Bruno Rocca
RED,707., Barbaresco Rabaja ,"0,75 lt.","€ 65,00",2015, Giuseppe Cortese
RED,708., Barbaresco Gaiun Martinenga ,"0,75 lt.","€ 125,00",2010, Marchesi di Gresy
RED,709., Barbaresco Riserva Camp Gros Martinenga ,"0,75 lt.","€ 180,00",2014,  Marchesi di Gresy
RED,713., Barbaresco Martinenga ,"0,75 lt.","€ 75,00",2015, Marchesi di Gresy
RED,710., Barbaresco ,"0,75 lt.","€ 330,00",2017,/20 Gaja
RED,697., Barbaresco Asili ,"0,75 lt.","€ 75,00",2019, Ca del Bajo
RED,711., Barolo ,"0,75 lt.","€ 95,00",2019, Briccolina
RED,712., Barolo ,"0,75 lt.","€ 100,00",2018, Burlotto
RED,715., Barolo Sori Ginestra ,"0,75 lt.","€ 145,00",2010, Conterno Fantino
RED,716., Barolo Ciabot Mentin Ginestra ,"0,75 lt.","€ 145,00",2008, Domenico Clerico
RED,717., Barolo Ornato ,"0,75 lt.","€ 145,00",2015, Pio Cesare
RED,718., Barolo ,"0,75 lt.","€ 95,00",2016, Pio Cesare
RED,699., Barolo Brunate ,"0,75 lt.","€ 205,00",2016, Ceretto Bio
RED,698., Barolo Castiglione ,"0,75 lt.","€ 95,00 /17,00",2019, Vietti Bio
RED,719., Barolo Cerequio ,"0,75 lt.","€ 300,00",1998, Roberto Voerzio
RED,720., Barolo Cannubi Boschis ,"0,75 lt.","€ 350,00",1997, Sandrone
RED,721., Barolo Ris. Monfortino ,"0,75 lt.","€ 1800,00",1993, Giacomo Conterno
RED,722., Monprá ,"0,75 lt.","€ 55,00",2015," Conterno Fantino (NE, BA, CS)"
RED,724., Darmagi ,"0,75 lt.","€ 350,00",1995, Gaja (CS)
RED,801., Rosso di Montalcino ,"0,75 lt.","€ 45,00",2019, Lisini
RED,802., Brunello di Montalcino Riserva ,"0,75 lt.","€ 160,00",2012, Capanna
RED,803., Brunello di Montalcino ,"0,75 lt.","€ 75,00",2018, Lisini 
RED,804., Brunello di Montalcino Riserva ,"0,75 lt.","€ 250,00",2010, Costanti
RED,805., Brunello di Montalcino Ugolaia ,"0,75 lt.","€ 125,00",2013, Lisini
RED,806., Brunello di Montalcino Il Greppo ,"0,75 lt.","€ 350,00",2010, Biondi Santi
RED,807., Brunello di Montalcino Riserva Il Greppo ,"0,75 lt.","€ 750,00",2004, Biondi-Santi
RED,808., Brunello di Montalcino ,"0,75 lt.","€ 70,00 / 12,00",2018, Collosorbo
RED,812., Brunello di Montalcino Riserva ,"0,75 lt.","€ 105,00",2013, Piancornello
RED,809., Montevertine ,"0,75 lt.","€ 105,00",2019, Montevertine
RED,810., Chianti Classico Riserva Berardenga ,"0,75 lt.","€ 55,00",2018,/19 Felsina
RED,811., Chianti Rufina Riserva Vecchie Viti ,"0,75 lt.","€ 45,00",2018, Frescobaldi
RED,800., Chianti Classico Gran Selezione Rialzi ,"0,75 lt.","€ 69,00",2019, Perano
RED,813., Morellino di Scansano Riserva ,"0,75 lt.","€ 55,00",2019, Moris Farms 
RED,814., Vino Nobile di Montepulciano ,"0,75 lt.","€ 49,00",2019, Poliziano
RED,816., Syrah Collezione Privata ,"0,75 lt.","€ 95,00",2015,/18 Isole & Olena
RED,817., Vigna L’Apparita ,"X0,75 lt.","€ 250,00",2004, Castello di Ama (M)
RED,818., Lamaione ,"0,75 lt.","€ 92,00",2016, Frescobaldi (M)
RED,840., Avvoltore ,"0,75 lt.","€ 89,00",2018,"  Moris Farms (SG, CS, M, SY)"
RED,845., Lucente ,"0,75 lt.","€ 49,00",2020," Frescobaldi (SG,M)"
RED,842., Cabreo Il Borgo ,"0,75 lt.","€ 75,00",2019," Cabreo (CS, CF, M,)"
RED,819., Le Serre Nuove ,"0,75 lt.","€ 85,00",2020," Ornellaia (M, CS, PV, CF)"
RED,820., Magari ,"0,75 lt.","€ 85,00",2015," Ca Marcanda, Gaja (M, CS)"
RED,821., Il Pino di Biserno ,"0,75 lt.","€ 85,00",2021," Tenuta di Biserno (CF, M, CS, PV)"
RED,822., Fontalloro ,"0,75 lt.","€ 75,00",2009, Felsina (SG)
RED,823., Mormoreto ,"0,75 lt.","€ 92,00",2015," Frescobaldi (CS, M, CF, PV)"
RED,824., Cepparello ,"0,75 lt.","€ 150,00",2016, Isole & Olena (SG)
RED,825., Masseto ,"0,75 lt.","€ 1005,00",2014, Tenuta Massetto (M)
RED,827., Le Pergole Torte ,"0,75 lt.","€ 245,00",2019, Montevertine
RED,828., Luce della Vite ,"0,75 lt.","€ 165,00",2014," Frescobaldi (SG, M)"
RED,829., Tignanello ,"0,75 lt.","€ 215,00",2021," Antinori (SG, CS, CF)"
RED,830., Vigna d’Alceo ,"0,75 lt.","€ 205,00",2000, Castello dei Rampolla (CS)
RED,831., Ornellaia ,"0,75 lt.","€ 380,00",2009," Tenuta dell’Ornellaia (CS, M, CF, PV)"
RED,832., Sassicaia ,"0,75 lt.","€ 450,00",2000," Tenuta San Guido (CS, CF)"
RED,838., Lodovico ,"0,75 lt.","€ 700,00",2013," Tenuta di Biserno (CF, M, CS)"
RED,839., Biserno di Biserno ,"0,75 lt.","€ 250,00",2021," Tenuta di Biserno (CF, M, CS, PV)"
RED,841., Lux Vitis ,"0,75 lt.","€ 250,00",2018,"/19 Frescobaldi (CS, SG)"
RED,843., Cabernet Sauvignon Collezione Privata ,"0,75 lt.","€ 150,00",2015, Isole & Olena
RED,844., Opera Omnia ,"0,75 lt.","€ 115,00",2015," La Madonnina (CS, CF)"
RED,833., Turriga ,"0,75 lt.","€ 120,00 ",2017," Argiolas  (Cannonau, Carignano, Bobal, Malvasia Nera)"
RED,900., Ghirada Cara Gonare Barbagia Rosso ,"0,75 lt.","€ 95,00",2019," Teularju  (Cannonau, Carignano)"
WHITE,834., Chardonnay Contea di Sclafani Tenuta Regeleali ,"0,75 lt.","€ 75,00",2021,  Tasca d’Almerita
RED,835., Tascante ,"0,75 lt.","€  49,00",2014, Tasca d’Almerita (Nerello M.)
RED,836., Rosso del Conte ,"0,75 lt.","€ 65,00",2016, Tasca d’Almerita
RED,837., Cabernet Sauvignon Vigna S. Francesco  Tenuta Regeleali ,"0,75 lt.","€ 67,00 ",2019, Tasca d’Almerita
,901., Riesling Trocken GG Hermannshöhle ,"0,75 lt.","€ 130,00",2019," Dönnhof, Nahe"
,905., Riesling Graacher Domprobst Auslese ,"0,75 lt.","€ 170,00",2006,"  Willy Schäfer, Mosel (lieblich, dolce, sweet)"
,906., Riesling Limestone ,"0,75 lt.","€ 45,00",2020,"/21 Keller, Rheinhessen"
,907., Grüner Veltliner Smaragd Achleiten ,"0,75 lt.","€ 69,00",2022," Jäger,  Wachau"
,908., Sauvignon Blanc Grassnitzberg ,"0,75 lt.","€ 55,00",2018, Tement STMK Bio
,911., Sauvignon Blanc Kapellenweingarten ,"0,75 lt.","€ 70,00",2020, Sattlerhof STMK
,909., Riesling Smaragd Achleiten ,"0,75 lt.","€ 65,00",2016, Domaine Wachau
,910., Riesling Smaragd Ried Loibenberg ,"0,75 lt.","€ 95,00",2020," E. Knoll,Wachau"
,912., Riesling Smaragd Dürnsteiner Kellerberg ,"0,75 lt.","€ 150,00 ",2021,   F.X. Pichler Wachau
,913., Blaufränkisch Leithaberg ,"0,75 lt.","€ 59,00",2018," Heinrich, Gols Bio"
,914., St. Laurent Grande Reserve ,"0,75 lt.","€ 49,00",2000,"  Johanneshof, Reinisch, Tattendorf"
,915., Marques de Caceres Reserva ,"0,75 lt.","€ 55,00",2017," Marques de Caceres, Rioja"
,920., Tinto Pesquera Reserva ,"0,75 lt.","€ 80,00",2016,"/19 A. Fernandez, Ribera del Duero"
,916., Manoella Tinto ,"0,75 lt.","€ 45,00",2021," Wine & Soul, Douro Cima Corgo (TN,TF,TR)"
,941., Chardonnay ,"0,75 lt.","€ 400,00",2015, Gantenbein 
,942., Pinot Noir ,"0,75 lt.","€ 400,00",2015, Gantenbein
,917., Kopàr ,"0,75 lt.","€ 120,00",1999," Gere, Villàny (CF, M CS)"
,918., Solus ,"0,75 lt.","€ 120,00",2002," Gere, Villàny (M)"
,919., Merlot ,"0,75 lt.","€ 39,00",2017, Casa Lapostolle
,921., Malbec Riserva ,"0,75 lt.","€ 55,00",2019, Altos Las Hormigas
,922., Pinotage ,"0,75 lt.","€ 75,00",2020, Aaldering
,923., Shiraz Kalimna Bin 28 ,"0,75 lt.","€ 75,00",2020, Penfolds
,924., Sauvignon Blanc ,"0,75 lt.","€ 49,00",2019, Palliser Estate
,996., Te Koko (SB) ,"0,75 lt.","€ 95,00",2019,/21 Cloudy Bay
,997., Te Wahi (PN) ,"0,75 lt.","€ 125,00",2016,/19 Cloudy Bay
,925., Viognier Yarden ,"0,75 lt.","€ 39,00",2017, Golan Heights Winery
,920., Pinot Noir Gamla ,"0,75 lt.","€ 39,00",2019, Golan Heights Winery
,928., Cabernet S. Res. Knights Valley ,"0,75 lt.","€ 90,00",2018, Beringer
,998., Ramnista (Xinomavro) ,"0,75 lt.","€ 55,00",2015,/19 Kir Yianni Naoussa 
,930., Chateau Musar Red ,"0,75 lt.","€ 85,00",2016," Chateau Musar  (CS, Cinsault, Grenache)"
,999., Ao Yun ,"0,75 lt.","€ 350,00",2014," Adong Yunnan (CS,CF)"
,931., Riesling Grand Cru Henriette ,"0,75 lt.","€ 59,00",2020, Mochel
,970., Riesling Estate ,"0,75 lt.","€ 59,00",2019, Hugel                                                                             
,932., Gewürztraminer Grand Cru ,"0,75 lt.","€ 59,00",2018,"  Mochel, (lieblich, dolce, sweet)"
,933., Pouilly Fume ,"0,75 lt.","€ 65,00",2022, De Ladoucette 
,998., Baron de L ,"0,75 lt.","€ 140,00",2019, De Ladoucette 
,934., Sancerre 1 er Cru Clos Du Roy ,"0,75 lt.","€ 85,00",2022, Pascal Jolivet
,935., Savennieres La Roche Aux Moines ,"0,75 lt.","€ 55,00",2010, Dom. Aux Moines
,936., Chablis Saint Pierre ,"0,75 lt.","€ 59,00",2022, Dom. Albert Pic 
,993., Chablis 1er Cru Fourchaume ,"0,75 lt.","€ 75,00",2022, Dom. Fevre 
,937., Macon Verze ,"0,75 lt.","€ 77,00",2021, Dom. Leflaive Bio
,946., Corton Charlemagne ,"0,75 lt.","€ 320,00",2017, Louis Latour
,939., Chassagne-Montrachet 1-er Cru Morgeot ,"0,75 lt.","€ 225,00",2017,  Dom. Vincent Girardin
,940., Montrachet Grand Cru ,"0,75 lt.","€ 1600,00",2010,/15 Dom. J. Prieur
,929., Bourgogne Blanc Les Setilles ,"0,75 lt.","€ 85,00",2020, O. Leflaive Bio
,959., Arbois Blanc ,"0,75 lt.","€ 69,00",2016, Dom. Du Pelican (CH)
,944., Morgon ,"0,75 lt.","€ 45,00",2018, Ch.des Jacques
,945., Gevrey-Chambertin Vielle Vignes ,"0,75 lt.","€ 115,00",2020, Rossignol - Trapet
,943., Gevrey-Chambertin Vielle Vignes ,"0,75 lt.","€ 150,00",2018,/20 Dom. Laurent
,948., Corton Languettes ,"0,75 lt.","€ 150,00",1989, Dom. Voarick
,949., Nuits-Saint-Georges Les Fleurieres ,"0,75 lt.","€ 125,00",2018, Dom J. J. Confuron
,950., Fixin ,"0,75 lt.","€ 125,00",2019, Dom. Meo Camuzet
,992., Nuits-Saint-Georges 1-er Cru Les Cras ,"0,75 lt.","€ 2500,00",2015,   Dom. du Comte Liger Belair
,991., Vosne-Romanee ,"0,75 lt.","€ 1200,00",2019, Dom. du Comte Liger Belair
,993., Vosne-Romanee Vielles Vignes ,"0,75 lt.","€ 1500,00",2002, Dom. Bizot
,952., Clos de la Roche Grand Cru ,"0,75 lt.","€ 2500,00",1990, Dom. Armand Rousseau
,994., Clos de la Roche Grand Cru ,"0,75 lt.","€ 450,00",2015, Dom. Jadot
,953., Beaune 1-er Cru Vignes de L`Enfant Jesus ,"0,75 lt.","€ 210,00",2012,  Dom. Bouchard Père et Fils
,954., Volnay 1-er Cru Le Fremiets ,"0,75 lt.","€ 210,00",2010, Dom. D Angerville
,955., Volnay 1-er Cru Clos des Ducks ,"0,75 lt.","€ 550,00",2010, Dom. D Angerville 
,956., Clos-Vougeot Grand Cru Château de la Tour  Vielles Vignes ,"0,75 lt.","€ 400,00",2006, J. Labet & N. Dechelette
,995., Santenay 1-er Cru Le Beuregard ,"0,75 lt.","€ 105,00",2017,/20 V. Girardin
,965., Clos Floridene Blanc ,"0,75 lt.","€ 55,00",2017," Graves Denis Dubourdieu (SB,SEM,M) "
,966.,  Le Petit Château Smith Haut Lafitte Blanc ,"0,75 lt.","€ 90,00",2019," (SB,SEM,) Pessac L."
,982., Château Smith Haut Lafitte Blanc ,"0,75 lt.","€ 350,00",2020," Pessac L.(SB,SEM) "
,967., Château Batalley ,"1,50 lt.","€ 250,00 ",2007, Pauillac Grand Cru Classe Magnum
,968., Château Margaux ,"1,50 lt.","€ 2500,00",1991, Margaux Grand Cru Classe Magnum
,971., Château Le Boscq ,"0,75 lt.","€ 80,00",2020, St. Estephe Cru Bourgeois Superieur
,972., Château Pojeaux ,"0,75 lt.","€ 89,00",2015, Moulis Cru Bourgeois
,973., Château Brane Cantenac ,"0,75 lt.","€ 175,00",2018, Margaux Grand Cru Classe
,973., Château Cantenac Brown ,"0,75 lt.","€ 175,00",2018, Margaux Grand Cru Classe
,974., Château Palmer 2006/,"0,75 lt.","€ 450,00",2007, Margaux
,975., Château de Pez ,"0,75 lt.","€ 85,00",2016,  St. Estephe Cru Bourgeois Exceptionelle
,977., Château Phelan Segur ,"0,75 lt.","€ 160,00",2016, St. Estephe
,976., Château Talbot ,"0,75 lt.","€ 185,00",2016, St. Julien
,983., Essence de Dourthe ,"0,75 lt.","€ 260,00",2015, 
,984., Château Lafon Rochet ,"0,75 lt.","€ 125,00",2015, St. Estephe Grand Cru Classe
,985., Château La Pointe ,"0,75 lt.","€ 135,00",2016, Pomerol
,986., Château Chasse Spleen ,"0,75 lt.","€ 105,00",2019, Moulis Cru Bour. Exceptionelle
,987., Château Pichon- Longueville au Baron ,"0,75 lt.","€ 360,00",2018, Pauillac
,969., Château Grand Corbin Despagne ,"0,75 lt.","€ 105,00",2015,/16 St Emilion Grand Cru Classe
,979., Château Ampeleia ,"0,75 lt.","€ 50,00",2016, Castillon Cotes de BDX
,990., Château Haut Brion ,"0,75 lt.","€ 3000,00",1989, Pessac Leognan Grand Cru Classe
,978., Cote Rotie La Turque ,"0,75 lt.","€ 500,00",1992, E. Guigal
,978., Cote Rotie La Mouline ,"0,75 lt.","€ 500,00",1992, E. Guigal
,980., Cote-Rotie Les Rochaines ,"0,75 lt.","€ 69,00",2004,/05 Bonnefond
,980., Cote-Rotie ,"0,75 lt.","€ 69,00",2000, Bonserine
,981., Chateauneuf du Pape Rouge ,"0,75 lt.","€ 120,00",2019, Ch. le Nerthe
,988., Chateauneuf du Pape Rouge Tradition ,"0,75 lt.","€ 75,00",2018,/21  Domaine de La Solitude
,982., Chateau Montus Cuvee Prestige ,"0,75 lt.","€ 49,00",1996, Alain Brumont
,957., Marsala Superiore Riserva Oro Dolce  Bip Benjamin ,"0,75 lt.","€ 45,00 / 8,00",2013, Pellegrino
,, Marsala Superiore Rubino Dolce Uncle Joseph ,"0,75 lt.","€ 45,00 / 8,00",2015, Pellegrino
,958., Almacenista Fino del Puerto Jose Luis Gonzalez Obregon Solera Sherry Emilio Lustau,"0,50 lt.","€ 45,00 / 8,00",,
,958., Alvear Medium Dry Montilla Morilles,"0,75 lt.","€ 45,00 / 8,00",,
,920., Madeira Bual 5 Years Old Cossart Gordon,"0,50 lt.","€ 45,00 / 8,00",,
,960., Late Bottled Vintage ,"0,75 lt.","€ 55,00",2018, Ramos Pinto
,961., Vintage Port ,"0,75 lt.","€ 95,00",1997, Quinta De La Rosa
,, 10 Years Ramos Pinto Quinta De Ervamoira                                            ,"0,75 lt.","€ 95,00",,
,962., Porto Colheita ,"0,75 lt.","€ 95,00",1987, Niepoort
,963., Porto Ruby Ramos Pinto,"0,75 lt.","€ 45,00 / 8,00",,
,964., Manoella White Port 10 Years Wine & Soul,"0,75 lt.","€ 65,00",,
,964., Porto Vintage ,"0,75 lt.","€ 200,00",2015,  Wine & Soul
,1000., Riesling Spätlese ,"0,375 lt.","€ 55,00",2015, Taschlerhof
,1001., Vinalia Goldmuskateller ,"0,375 lt.","€ 65,00",2019, KG. Bozen
,1003., Rosenmuskateller Moscato Rosa ,"0,5 lt.","€ 60,00",2023, Franz Haas
,1004., Roen ,"0,375 lt.","€ 55,00 / 12,50",2019, KG. Tramin
,1005., Gewürztraminer Terminum ,"0,375 lt.","€ 90,00",2005, KG. Tramin
,1012., Passithea Oro ,"0,375 lt.","€ 60,00",2019, KG. Girlan
,1006., Serenade Passito Quintessenz ,"0,375 lt.","€ 65,00",2015, Kellerei Kaltern
,1007., Kerner Praepositus Passito ,"0,375 lt.","€ 55,00",2020, Abtei Neustift
,1014., Cantus ,"0,375 lt.","€ 55,00",2017, KG. Schreckbichl
,1008., Merlino 07/93 Pojer & Sandri,"0,500 lt.","€ 45,00 / 12,50",,
,1009., Vin Santo ,"0,375 lt.","€ 65,00",2007, Isole & Olena
,1011., Moscato D’Asti ,"0,750 lt.","€ 39,00 / 7,00",2022, Saracco
,1013., Passito di Pantelleria Naturale NES ,"0,500 lt.","€ 72,00 / 12,50",2017, Pellegrino
,1110., Château Guiraud ,"0,375 lt.","€ 65,00",2005, Sauternes Grand Cru Classe
,1111., Château Rieussec ,"0,375 lt.","€ 79,00",2005, Sauternes Grand Cru Classe
,1216., Château Filhot ,"0,375 lt.","€ 45,00",2013, Sauternes
,1112., Château Farluret ,"0,750 lt.","€ 45,00/ 12,50",2015, Sauternes
,1201., Tokaji Aszu 6 Puttonyos ,"0,500 lt.","€ 150,00",1995, Disznokö
,1202., Tokaji Aszu 6 Puttonyos ,"0,500 lt.","€ 79,00",1993, Gia
,1203., Tokaji Aszu 6 Puttonyos 1999/,"0,500 lt.","€ 165,00",2002, Oremus
,1204., Tokaji Aszu 3 Puttonyos ,"0,500 lt.","€ 75,00/ 12,50",2013, Oremus
,1205., Tokaji Aszu 5 Puttonyos ,"0,500 lt.","€ 90,00",2006, Oremus
,1206., Tokaji Aszu 6 Puttonyos ,"0,500 lt.","€ 350,00",1996, Szepsy
,1206., Tokaji Aszu 6 Puttonyos ,"0,500 lt.","€ 350,00",2008, Szepsy
,1207., Tokaji Esszencia ,"0,375 lt.","€ 599,00",2000, Disznokö
,1217., Tokaji Szamorodni ,"0,500 lt.","€ 150,00",2013, Szepsy
,1208., Beerenauslese Cuvee ,"0,375 lt.","€ 49,00 / 12,50",2017, Kracher
,1209., Ruster Ausbruch Essenz ,"0,375 lt.","€ 61,50",2004, Feiler-Artinger
,1210., Muskat Ottonel TBA ,"0,375 lt.","€ 59,00",1998, Velich
,1211., Eiswein ,"0,375 lt.","€ 79,00",2020, Kracher
,1212., Riesling Eiswein ,"0,375 lt.","€ 111,00",2001," P.J.Kühn, Rheingau"
,905., Riesling Auslese Graacher Domprobst ,"0,750 lt.","€ 170,00 ",2006,"  Willy Schäfer, Mosel"
,1214.," Don Zolio Pedro Ximenez Very Sweet Sherry Dolce,  Williams & Humbert Jerez","0,750 lt.","€ 45,00 / 8,00",,
,1215., Dulce Monastrel ,"0,750 lt.","€ 65,00",1996, Olivares Jumilla
,,Steinbock Sparkling ZERO Hofstätter,"0,75 lt.","€ 35,00",,
,,Steinbock Riesling ZERO Hofstätter,"0,75 lt.","€ 35,00",,
